,label,sentence
3502,1,"It is characteristic that this film is not better known. It obviously lacks most elements that a successful theater film needs: heroes, villains, conflict and resolution, romantic love interest..   Everything is topsy-turvy here, nothing works out as it should, everyone is clumsy, sad, angry, hurt and hungry and nobody has a solution for anything. In short: it is war and it is hell for everybody involved. People try to do best, but interests, allegiances and so called duty interfere. The picture transports us back in time to the Civil War with an intensity seldom seen in today's cinema. Straightforward honest images of an intense beauty. The actors are very well cast for the story and they make the characters come truly alive in front of our eyes.   A silver dollar in a heap of nickels!"
3531,1,"""Beyond the Clouds"" is an over-the-top artsy group of four vignettes each a offering a glimpse into a man-woman relationship from the tenuous to the turbulent. Although the film offers superb cinematography, some exquisite visual beauty, and a cast of fine performers, there's little meat on the bones of this fragmented work. A taste of a relationship cannot impart the fullness of it and synergism suggests that much more can be accomplished with one story in 2 hours than with four. Nonetheless, ""Beyond the Clouds"" will be fodder for dilettantes and a visual feast for the all albeit superficial, stilted, and lacking in substance."
3576,0,"So many fans, so little to show for it. I know, I know, these words are gonna find me in a great minority. A lot of people really liked Good Will Hunting. But seriously please, great film making, not even close, and let's put the blame where it belongs... in the writing.  Now, I know they won an oscar for it, and boy did they look good emoting on the screen. But Good Will Hunting is an ABC after school special with lots of cursing in it, and a slightly bigger budget.  What this movie does show, is the brilliance of Harvey Weinstein and Miramax Pictures. Mr. Weinstein could take manure, feed it to you, and make you believe your eating bon bons. And that's exactly what the studio did with the film. They created such high faluttin buzz around it, that people believed, and wanted to believe it so much --- that they saw brilliance where there was none.  Now, I know some people think it's a great movie, I don't think it's a horribly bad movie, I like to compare it to more in the middle of the road movies, and also to some great Made for TV movies (although, not HBO films, HBO films are unusually better than Good Will Hunting would ever be.) It's just a nice, little film, with some good performances, Robin Williams was not good in it, they just gave him the oscar cause the'd been itching to do it for a while. And of course, the Miramax public relations machine secured Ben and Matt their screenwriting oscar... but come one people... there's better movies out there thatn GWH."
3583,0,"Just do a little research on the making of this film. Something so simple as a Google search. It was funded by the US Army and promoted just in time for the elections. It is a great idea, but I'd much rather see a DOCUMENTARY, not something edited by the Bush Administration and told its reality. The timing of the movie's release, its tone, and the fact that MS&L promoted it, raised questions about the intent of the movie. ""According to MS&L Managing Director Joe Gleason, he and his colleagues also deliver key targeted messages about the war in Iraq to specific constituencies,"" wrote Eartha Melzer. ""Was the left-leaning art house crowd one of those constituencies? Is the government hiring documentary filmmakers to propagandize the U.S. population? Nobody involved with the film is willing to say who initially put up the money for the film or how they ended up represented by the Army's PR firm."""
3585,0,"I watched the unrated version of this movie and as a person who has studied the life and crimes of Speck closely, I must say this movie is a flawed but ambitious take on the real story. While capturing the true horror of Speck and the murders this film makes the following factual errors. 1. Speck did not inject drugs at the crime scene as depicted in the movie. In fact he was mainly an alcoholic and pill popper who rarely took drugs via syringe. 2. The Asian nurse who survived Speck's massacre did not squirm her way down stairs and under the couch in the living room as depicted in the movie. This would have been impossible. In real life she hid under a bed while Speck methodically eliminated his 8 victims. 3. The movie depicts Speck as being violent and brutal with the women as soon as he meets them. Not true. In reality Speck was at first calm and gentle, reassuring the women he wasn't going to hurt them. This is how he was able to tie each of them up. 4. The real Richard Speck was not the deep thinker the movie depicts him to be. FBI profiler Robert Ressler interviewed Speck in the 80's and said that Speck not only DID'NT know why he committed the murders but that he wasn't interested in learning why nor could he shed any light on why. Speck was known to be of below average intelligence and not the philosopher king who narrates this movie. If the story wasn't so tragic and horrifying, the voice over would be laughable. All in all, Doug Cole's performance is adequately menacing and cold-blooded even though I don't think the real Speck was so forward in his violence. No doubt he was a very violent person when under the influence but he was also known, after all, for being a fairly slick con man who was able to put people at ease before victimizing them. Beverly Ann Sotelo's performance as the surviving nurse is the finest in the film. She is a very good actress. If you are at all squeamish, do not see this film. It's very graphic and disturbing."
3608,1,"I have to tell you I've been a fan of Star Trek TNG since i was a kid.  Well, sometime ago i gave a friend of mine some DS9 episodes and i asked him  ""hey man, what are you watching lately because I'm done watching all TNG episodes"" He said. ""Well, i got these episodes of Farscape"". I said: ""Ok, let me try it"" I was pretty sure at that time that i wont like it because i was just finised watching TNG and found it great.""  I had 3 episodes, viewed those but the show didn't impressed me very much, i found it childish initially and i thought its just another TV show, nice adventures but regular. Music was a little bit different, neat special effects though and i had the vague impression that the actors didn't fully get into the characters skin.  I watched another 3 episodes thinking that 3 eps were not enough to decide i like or not since. Then the show started to get me, i got a good grasp of the action and wanted to see what happened next to the poor Crichton....the rest is history.   I think i mostly like the freedom of the characters in the context of the action unlike Star Trek where everybody slept when they were supposed to do and way too much high tech bullshit.   The show got better with each episode, very interesting story line.....what can i say, this movie its like poetry.   I highly recommend it!!!"
3643,0,"Greedy land baron in the tiny western town of Prairie City wants all the ranchers off their land, using intimidation tactics and arson to get them to vacate; seems the town is swimming atop oil, and when a Swedish farmer refuses to leave, he's mowed down by the baron's hired gun. The farmer's seafaring son soon arrives, slowly realizing what he's up against and attempting to rally the rest of the residents to fight. Another lawlessness-in-the-West story, with everybody under the thumb of the villain (who naturally holds all the cards). Derivative and uncomfortable at times to watch, with a long wait before our stoic hero finally gets his dander up. Sterling Hayden's half-hearted Swedish accent is a big problem, though he cuts a sturdy, sympathetic presence on the screen and almost makes the picture worth-watching. Director Joseph H. Lewis stages most of the scenes stiffly, like a TV western, and Gerald Fried's bugle-heavy score is no help, though the rich black-and-white cinematography by Ray Rennahan is excellent. An independent production released via United Artists, the film has a bizarre start (beginning with shots from the finale, followed by shots from the movie's midsection), yet it does have a certain needling power which most assuredly gets the viewer on Hayden's side. ** from ****"
3645,1,"Following a roughly 7 year rocky road on NBC, it was decided to do just one last Super Installment. The Series had been on the bubble several times thanks to not having the numbers that would qualify it as a block-buster of a TV hour. It had always had a sizable, hard core of hard corps of followers.   It was almost as if the series with the full title of ""HOMICIDE: LIFE ON THE STREET"" (1993-99) was a sort of ""Mr. In-Between"" of series. It was too big to just cancel, but too small to get a case of 'Rabid Ratings Ravings' over.   During the precarious tenure on Friday evenings, they had presented some of the best and most daringly Artistic of Hourly Dramas. There, I've said it Artistic, Artistic!! But please, remember we mean Artistic, but not just Phony, Pretentious, Pedantic, Politically Correct preaching.  When at last, it was a sure thing that it was the end of the line for ""HOMICIDE""; this super episode was prepared as this 2 hour made for TV Movie.   Looking at all the past seasons' happenings and parade of regular characters, the Production team went out and gave us what proved to be a super send off.  OUR STORY. As we join the story, we find that Baltimore Homicide Unit Commanding Officer, Lt. Al Giardello has ""pulled the pin"", Retired from the job, that is. But 'G' isn't ready to really retire-retire yet. So, instead of a rocking chair o a fishing rod, we find that Al is running for Mayor of 'Charm City.'  While out in the City, making some campaign stops and speeches, the former Detective Lieutenant takes an assassin's bullet. Alive, but in a comatose state, he is taken to the Hospital.   News spreads quickly and as if officially summoned, we find all of the Detectives of the Baltimore Unit we've seen on the show showing up to offer their services and assistance. There is a great meeting of all of these former and present gumshoes as they pitch in and follow every lead and possibility of a lead.  The Producer found a way to deal with those who had died previously in bringing their memory into the story. They managed to answer some long standing questions and even introduced some here to unrevealed ones. The whole story winds up the series in a most satisfying and original way. But at least for now, we'll leave that as ""classified"".  In wrapping up everything into a neat, little package, this TV Movie surely gets our endorsement. As for grading ""THE HOMICIDE MOVIE"", we must give it an A or A+, even. But, no matter the Grade here, it didn't score as high as a typical weekly episode."
3652,1,"Ah, Hitchcock! It's hard to find a bad Hitchcock movie until he lost it after THE BIRDS (1963) and SABOTEUR proves the point. Having admired most of this director's work for many years, I had managed to skip this one, perhaps from lack of interest in Priscilla Lane and Robert Cummings as lead actors. I was of course familiar with the Statue of Liberty climax from having seen it repeatedly in film retrospectives but I wrongly assumed the story leading up to it might not hold my interest. Was I wrong! The suspenseful plot gets cooking right off the bat through a chance encounter between the Bad Guy Saboteur and the Good Guy Wrongly Accused protagonist and continues zooming along through a series of further chance encounters and narrow escapes. Familiar Hitchcockian elements are all there: the innocent person wrongly accused of a crime; people not being what they seem to be; dramatic or unlikely locations that intensify the suspenseful scene being played out within them (an airplane hangar, a ranch, a bridge from which the handcuffed hero hurls himself to escape the police, a sumptuous charity ball in a palatial mansion, an upper floor of a skyscraper, and finally the torch of the Statue of Liberty).  Throughout is humor provided by supporting players, generous dollops of early WW2- vintage social comment, moments of human warmth where suffering people find it within themselves to lend a hand to help a fellow human, getting nothing in return  in short, there was always a basic humanity at the core of Hitchcock, however grisly the trappings - a sensational cast of supporting players, chiefly Otto Kruger as the slickest villain this side of George Sanders (his Broadway credits include the male lead in Noel Coward's PRIVATE LIVES  and that says it all) and weaselly Norman Lloyd as the titular saboteur, not to mention Alma Kruger  no relation to Otto  as a prominent society dowager involved in fifth column intrigue (her character foreshadows that of Claude Rains's mother in NOTORIOUS). Priscilla Lane does a fine job with a difficult role. For most of her early scenes we can't tell whether she believes the hero to be innocent or guilty and she seems constantly to shift her opinion, not coming over to his side fully until late in the proceedings. One cannot ascertain whether her acting is at fault or whether we are meant to be kept in a state of uncertainty, but the plot developments are so swift, fun and clever that we really don't care what she thinks.  Then there are the peculiar Hitchcock touches that have nothing to do with the plot. Twice the Lane character pauses to get change for a quarter  once to reimburse her kidnappers for an ice cream soda and again to make a call from a phone booth. Why these scenes were inserted are anybody's guess, perhaps to make the film seem more realistic and thus heighten the believability and suspense? Or perhaps to give the audience a moment to catch its breath? Some of the characters are over the top  the garrulous truck driver, the impossibly kind and trusting blind man living alone in a spotlessly maintained forest cabin, the political-philosophy-spouting ""human skeleton"" and other members of the circus caravan who hide the protagonists from their pursuers."
3662,1,"Before I start my review here is a quick lesson in australian slang which may help you with viewing the movie and understanding some of the other reviews from australia and overseas.  In australian slang ""thongs"" are a pair of rubber sandals (not to be confused with the same american word that pertains to butt revealing underwear), ""stubbies"" are a brand of australian short, a ""stubby"" is a small can sized bottle of beer, and a ""stubby holder"" is a foam insulator for a small bottle of beer.  If you love black comedies about smalltime criminals then you will love this movie, unfortunatley a lot of people on IMDB with weak stomachs and no appreciation of dark humour have reviewed this movie which unfortunately makes this movie appear to be more mediocre than what it is. A lot of reviewers have also compared it to Lock/Stock and Pulp Fiction, while it is the same genre, it is a completely different and original style.  A lot of reviewers have also panned this movie for using Heath Ledger's characters dead brother to open and guide the narrative for this movie, without watching the movie closely enough to realise that his brother was killed by the same villain that wishes to kill heaths character, this is explained midway through the movie but not clearly enough for most to understand.  This movie is also reminiscent of Lock/Stock and Reservoir dogs in that it is the Director/writers debut feature, and for a debut feature it rates as well as these two movies, as a matter of fact like Lock/Stock and Reservoir Dogs I rate this movie as a 10/10 for a director/writers debut, unfortunately unlike Tarantino and Ritchie Jordan fails to live up to expectations in his subsequent movies like Ned Kelly.  This movie is one that you should definitely add to your DVD collection and is one that holds up to several viewings quite easily."
3671,1,"Although, this episode was offensive to the Tourette Syndrome Association, others thought it was funny, while others thought it was a bad way to start the new season.  This episode was funny and just shocking. South Park has made history as being their first episode with the most cuss words, unless you count the movie as an episode.  I enjoyed how they made fun of Chris Hansen and his television show, to Catch a Predator. I didn't like the idea on how they thought Chris Hansen would do a show on tourettes and let a boy speak out and bash the Jews.  One thing I did not like is how South Park thought that people with tourettes syndrome would just blurt out bad language like that. I've seen people on television with Tourettes syndrome and they do not just blurt out bad words. Unless I am incorrect."
3672,0,"I was talked into seeing this by a girlfriend..John was a good guy, sweet, sensitive and looks great with no shirt on!! I thought it was a love story about both of them but it was mainly about his reactions to her letters. Savannah was a likable character at the start of the movie but once she dumped him I lost respect for her. She said it tore her apart being away from him and it was hard - he was the one a million miles away, he was killing people and the only contact he got was through her letters!!! She didn't have it hard, she had family & money and he had a tour of duty!! I was so frustrated at the ending when he forgave her - he was too much of a sweetheart. I would have waited the 3 years and welcomed him home with open arms."
3680,1,"I put this second version of ""The Man Who Knew Too Much"" to my Top 10 Hitchcock movies. Together with ""Frenzy"", it's probably the most argued film among the fans of Hitchcock. I consider it far better than, say, ""Rebecca"", which has gained unreasonably much appreciation.  The film contains many ingenious scenes (most of them have been mentioned in other reviews), but that's something to be expected from Hitchcock. It takes almost half an hour until things really start to happen, but that time is used for preparing the following happenings, which are full of intriguing suspense.  If you can ignore the clumsy rear projections, the only weakness of this film is the main villain, played by Bernard Miles, who is a rather flat and undeveloped character. Luckily, there is a creepy assassin in the form of Reggie Nalder. And Hank, the little boy, isn't as irritating as most kids in old movies."
3695,1,"I feel extremely sad for some of the people who have been reviewing this film. It is apparent that their standards are so high that they will never be able to enjoy a film just for enjoyment sake. Or, perhaps, their enjoyment is derived from the act of picking films apart; looking for any reason at all to dislike them?  The Long Kiss Goodnight is an action film, in every sense of the word. Sure, there are holes in the plot big enough to drive a semi through, but none of them are enough to stop the flow of the film itself. I have never been a big Geena Davis fan, but I was impressed with how she was able to create two very different characters, Samantha Cain and Charlie Baltimore. In my opinion, it wasn't even necessary to have changed her physical appearance to differentiate between the two...her acting was more than enough to do the trick.  More than anything else, though, this film was Craig Bierko's. In another's hands, the character of Timothy could've been just another interchangeable villain. His decision to play him with a more casual approach was just the right counterpoint to all of the action scenes. It isn't often that you find an actor who can express himself so well with just his facial expressions...point in case: the scene in the freezer with Charlie and her daughter. Where most films would've cluttered the moment of ""revelation"" with unnecessary dialogue, Bierko's eyes told the whole story.  The basic plot? Thin, to be truthful. A seemingly average housewife who suffers from amnesia slowly discovers that she had been an assassin. As her memory returns, so do the people who want the assassin dead. Is she really Samantha, the cookie baking housewife, or Charlie, the cold blooded assassin? Or maybe a little bit of both? For me, The Long Kiss Goodnight was an enjoyable journey to find out."
3717,1,"A truly scary film. Happening across curmudgeon James Kunstler's rants led me to recently-formed web logs like Life After the Oil Crash (LATOC), Energy Bulletin, and The Oil Drum, and the data behind the theory of Hubbert's Peak. Like this film, LATOC and Kunstler paint a grim picture of die-off or die-back. I hope they're premature, but in mid-2005 rising gasoline prices, rising oil prices, Chevron's Will You Join Us campaign, BP becoming Beyond Petroleum and even T Boone Pickens lend credence to the idea that we are at or near a peak of oil production.  After copious research of limited data, oil investment banker Matt Simmons has suggested that the Saudis may no longer be able to increase production in their immense, but aging fields. In the face of increased demand (primarily from the US and China), the Saudis have not responded with higher production, despite previous assurances. Stated world production from 2000 and 2004 indicates that light, sweet crude has indeed peaked. which means that refining will become more costly.  The film seems aimed at baby boomers, but younger people, our children, also need to understand the implications of an energy-depleted future."
3754,1,"Having seen the full length film Kieslowski made out of this episode of ""The Decalogue"" years ago, came back to this viewer as we watched the complete ten vignettes. As with the other films, this one is loosely based on the fifth commandment, or, ""Thou shalt not kill"".  Kryzsztof Kieslowski, writing with Kryzsztof Piesewicz, took a look at the mind of a young man who commits a heinous crime in murdering an innocent person to vent his own frustrations. This installment has a Dostoyevskian character that kept reminding us about ""Crime and Punishment"", or at least some of the qualities of the novel are passed to the aimless youth who apparently has no redeeming qualities.  The story shows the young man as he roams the streets of the city without a clear idea of what to do, or where to go. The only tender moment he displays is when he visits the photographer's place to ask to have an old picture of his sister restored. Kieslowski leaves it up to fate to have the murderer board a taxi with the intention of robbing the driver, but it's his anger and frustration that get the best of this youth to kill a man that didn't deserve to die. The last moments of this criminal is one of the most gripping sequences in any film, past, or present.  The other element in the story is the relationship between the public defendant and the criminal. Nothing can prevent the court to condemn to death the young man. The lawyer feels at the end he has failed his client and goes to the judge to see where he went wrong. All he is asked by the young man is to retrieve the picture and send it to his mother.  Kieslowski's account of how he interprets the fifth commandment makes for a surprising film that will stay in the viewer's mind long after this episode is forgotten."
3759,1,"I found parts of this movie rather slow, especially the first part; the second part seemed to go a lot faster, but it's not totally clear to me as to why one part was faster than the other. I somehow managed to find it enjoyable. The acting was good, the writing was good (yet vulgar). There was also another good side to it: it was easier to understand than say, the Godfather movies. You knew who was on whose side, etc. All in all, the movie wasn't half-bad."
3769,1,I have to say that some of the other reviews of this film I have read show very little understanding of it or the original TV series it stemmed from. Dad's Army was a sitcom and therefore had humour and so is bound to have put a smile on the face of the dire situation. However the series carried very many serious messages such as the episode 'Branded' about the bigotry and ignorance that was attached to conscientious objectors. The film was faithful to the series and was simply like an extended episode. So I'm afraid the reviewer who claimed that Columbia improved the humour was quite wrong and let's face it - the BBC sitcoms of this period beat anything that came out of America hands down. Also comments referring to propaganda were also way off the mark. The Homeguard were people considered unfit for frontline service who still wished to serve. They were very brave men who knew they were sentenced to death as soon as they signed up as Hitler announced that anyone who did so would be executed if and when Britain was invaded. Thank you for allowing me the opportunity to set the record straight as it is always good to actually speak and comment on what has been seen rather making it up as you go along I find.
3801,1,"Fun mix of vampires and martial arts is a bit of a mess plot-wise and the acting of those who dubbed the voices is almost universally bad, but the premise is engaging, the fight scenes are fast and flashy and the movie is often quite amusing. It's a shame the story is such a wreck. There are a couple of places where I had no idea what just happened, it was almost as though five minutes had just been cut out and you were suddenly at the next scene without knowing how you'd got there. The movie is poor at explaining things and some things don't make a lot of sense, but the movie moves along breezily so its flaws barely register. Not a great movie by any means, but definitely a fun one."
3850,0,"The 1973 ""Day of the Jackal"", directed by Fred Zinnemann from the Frederick Forsyth novel, while not a masterpiece in the general scheme of things, was nevertheless quite an above-average thriller, written and carried out with considerable panache, wit, and style. It remains a pleasure to rent and watch now and then.  In adapting that for the 1997 ""The Jackal"", it seems that at every turn the writers and director made the worst possible choice, making it all quite leaden, overdone, unsuspenseful, unsurprising, unsexy, and unthrilling. If we put together a catalog of all the specifics that went into this movie, big and small, I could give you a mini-essay for each topic on how the 1997 adaptation ****ed up.  Item: the weapon.   In the original, there is considerable intrigue over how the assassin is going to smuggle it onto the scene, how he intends to disguise it, and why it needs custom work from his underground craftsmen. In the remake, they apparently thought that today's action-flick-raised audiences wouldn't tolerate a small rifle whose point is precision and would demand the lugubrious off-the-[black-market-]shelf machine gun, which needs a minivan to transport it, and whose point is to shout Macho. The whole involved and interesting business about disguising its components, has been reduced to showing us (repeatedly, like this is a difficult point to follow?) that the joystick for his absurdly high-tech remote-control system has been in his pocket as a pen.   Item: the conspirators and motive.  Without resorting to dry lecture, the original still manages to give us a good understanding of the historical situation of the ""pieds-noirs"" [ ""blackfeet""], the French-Algerian irredentists who could not accept that the century was moving away from colonialism, and formed the view that De Gaulle had betrayed them. This gives the whole plot some historical weight. The remake seems to leave it as a gangland-shootout revenge story, minimally spicing it up by making them Russian gangsters. Note please that I'm not opposed to updating: they could have done this intelligently and come up with something more current but non-trivial. Certainly Russia and the rest of ex-USSR have been through huge changes of late, and an updated story could have been situated there in a way that would make us feel that it *matters*.  Item: the relationship of the assassin on the run and the police hunting him down; and the complex steering of the viewer's sympathies from the bad guy to the good guy.  Above I hesitated somewhat at calling the original a masterpiece overall; but in this aspect it really was one. We follow along with the assassin for much of the first portions of the film, and having seen his cleverness and resourcefulness we begin to admire him, and not want to see his plan thwarted or see him caught -- at least, not too soon! Then we meet the policeman who gets pushed into heading up the investigation / protection efforts, and bit-by-bit we take to him, and see he is not the sad-sack his domestic troubles may have suggested. By the time it matters, we have been won over to his side.  In the remake, perhaps Poitier could have handled that sort of development , but Gere sure can't. And the absurd ""48 Hours""-derived gimmick of the con brought out to help the police should have been left in those comedies where it came from.   The remake has the assassin and the assassin-hunter *talk* about how they 're like players above a chessboard, communicating indirectly via their moves and only able to *infer* what the other is like. That was achieved superbly in the original. But in the remake in fact they're brought into face-to-face confrontation way too soon, so they can grimace at each other, bloody the place up, and go through some fairly standard chase scenes.  Item: photography, and ""scenery"".  The remake does have some nice images, particularly in snowy Finland in the opening section. But the Washington, D.C Metro cannot really compete with the streets of Paris for interesting perspectives and bystander faces.    "
3915,0,"I found this film extremely disturbing. Treadwell is delusional and disturbed, to the point of probably suffering from a mental illness. The footage shown is him and not an actor, but yet it is showing behaviour that ended in death. Is it appropriate to show actual footage of a suicide? Let's not mince words. The film shows footage of behaviour that directly led to his death.  For those who think that Treadwell is some kind of hero, think again. The footage he shot is about him and not about the bears and foxes he claimed to be helping. He did no meaningful research into their habits or numbers and did nothing to actually protect them. All he did was run around in the bush and convince himself that he was better than everyone else. Reality is, by helping to desensitize the animals to humans, he exposed them to great risk. His self indulgent behaviour not caused his own death, but also the death of his companion Amy plus exposed his beloved bears and foxes to greater harm.  But I'm also concerned about Werner Herzog's actions in compiling this film the way he did.  A friend and I have had a long argument about this film who loved this film. He believes that seriously disturbed people make for interesting subjects and he cites the movie Downfall as an example. But in Downfall they use actors. We didn't see the real Madga Goebells put cyanide capsules into her own children's mouths.  There was something about using the real footage in Grizzly Man which reminded me of that horrible football stadium tragedy where people were being crushed to death and the photographers who could have helped, elected to simply keep recording the horror.  Herzog's film shows us that Treadwell's footage is more about Treadwell. But Herzog has done the same. His own personality and opinions are aired in this documentary, which is supposedly about someone else. Scenes such as the one where he listens to the tape are not necessary. We already knew what was on the tape because the coroner had told us. We didn't need Herzog shedding a tear with one of Treadwell's former girlfriends. It didn't add to the film.  The film showed us that Treadwell was very self-indulgent, but it also showed us that Herzog is as well."
3925,1,"You got to see it to believe it. Shot in Hollywood on the strip in the middle of the sleazy, anything goes 70s, this cheaply made flick must of really packed the inner city theatres back in the day. Then again, I bet it had a one week run. Actually, its pretty hilarious. The acting is dreadful, the direction non existent, but the hair, clothes, rotten pre disco music and the general out and out sleaziness of the story are mind boggling. Sleazy, its very sleazy. Highly recomended (if you can find it)"
3989,0,"I am surprised that so many comments about this film are positive. Having read the book several times (and all the other historical novels by Mika Waltari) there is no way to say much good in this film. If I forget the origins of the story I might consider it a reasonably good epic. Of course to bring such a brick of a book to the big screen is a task not to be envied, but it could be done with class. I can't understand why even the name of Nefernefernefer had to be shortened to just Nefer. I love Peter Ustinov as Kaptah and Marlon Brando probably would have made a better Sinuhe but the overall attitude is too Hollywood to ever make justice to the book. Mind you Mika Waltari left the Premier of this film in the middle of the showing. That's how much he liked it."
4007,1,"I was surprised to like this movie since I'm from the ""check your brain at the door and have fun"" school of film viewing. However, this film touched my heart. I have friends like mentally retarded Emily. I have friends like unsocialized Evie. And I've been in Evie's shoes, chasing away opportunity out of fear and out of devotion to others.  Amy Madigan's disappointment in her daughters was almost palpable on screen and the awkward moments where she tried to bridge the gap with Evie were raw and painful to watch. And perhaps I am denser than most, but I never saw the twist with Evie's father coming. Usually I cotton on to those things rather quickly.  My reservations are similar to others posted here. I thought Christopher Lloyd's wonderful, sympathetic character (a very different role for him, I thought) was underused. What happened to him once he realized what was going on with the poetry? Would he, like James, try again??? Second, the ending, such as it was, didn't seem to resolve or accomplish anything. I didn't expect the pieces to be picked up and all the ends tied neatly, but I felt that I was left at odds with the characters, that there was no real healing taking place here or any real efforts at healing being made.  Otherwise, exquisite and lyrical and disturbing and, for some, very, very true."
4018,0,"I watched the world premiere of this on the Starz Action channel. They call it Vampires: The Turning. The plot was a little confusing. There is a voice-over in the introduction about an 800 year war, and I didn't quite understand. The movie is about a young couple somewhere in Asia (maybe in China, I don't think the movie specifies). The couple has an argument and Meredith Monroe runs off and is kidnapped by a biker gang of Vampires. The boyfriend finds a group of vampires that don't kill humans, and enters into a battle with the bikers. A human group of slayers somehow get involved, and the final fight sequence takes place during a solar eclipse. This movie is not related to either Vampires or Vampires: Los Muertos. Confusing, but decent action. Four out of 10 stars."
4048,1,"James Cagney (The Yankee Doodle Dandy Boy) was just starting his career and was able to perform as a gangster and also a social worker for a Boys Reform School which is being run by corrupt politicans. The reform school inmates are underpriviledge minors from the streets of New York, like the ""East Side Kids"" who were poor and uncared for during the great Depression. In the final scenes, there is a trial held by the reform school boys with flaming torches and a barn which is set on fire and a big leap by the corrupt warden. I noticed that they did let the horses out of the barn first. This film is not shown very often and I really can understand WHY!"
4067,0,"This movie is exactly the same as Ridley Scott's, ""Someone To Watch Over Me"", which is a classic. It stars Tom Berenger and Mimi Rogers and the bad guy from the Fugitive. It's a quality movie, with good direction and great acting. This movie is the polar opposite. It's the same plot, just minus any good acting and adding TV movie direction. I do have to say I like the interaction between Lowe and the woman. She's hot and their romance is believable on many levels. Unfortunately, that alone cannot save this carbon copy of the classic Ridley Scott film.  Usually crappy TV movies have some redeeming quality that makes them watchable at the very least. I think for me, this film's redeeming value is that Rob Lowe and the lead female have chemistry. That and I was able to watch and compare the plot to another quality film."
4091,1,"This was alright. It was one of those We Gotcha But We Don't Have Enough Evidence Yet storylines. In the couple handfulls of movies I've seen her in, I've never really though much of Stephanie Zimbalist. A professional TV actress she is but nothing really outstanding. Here in this she was definitely above average as the former fed (or was it fed on loan?) profiler. Her character got along well with the motley bunch of Special Investigation Unit cops she was assigned with. There wasn't really a goofy character you'd roll your eyes at and just despise which was good. Also good is it takes awhile to know who the murderer is... but when I found out I wasn't that surprised. Oh well. One more thing that was good was the Los Angeles locations. Quite possibly if this was made today they'd use Toronto or Vancouver but here they really shot in downtown L.A. Like that a lot (even though I semi-despise L.A.) Liked the movie, too. I don't know if I'd ever watch it again but it wasn't too bad. My grade: B-"
4118,1,"In relative terms having watched a lot of disgustingly bad tele Tom Fontana & Levinson are geniuses for creating & delivering In this writer's book the greatest ever TV show. Oz was treated horribly In this country, the finale went out well gone 3 In the morning, before that It was strictly considered alternative viewing for those oblivious to prime time garbage.  I first caught Oz towards the end of the first series and from then on It was an unmissable watch. My man Adebisi possibly the most Intimidating villain ever, Beacher the perfect anti-hero, Eammon Walker's Saeed an acting class In evocation. There was the hardcore stuff of course - some plain evil but essentially Oz had soul. Augustus narrates the unfolding plot with pearls of Insight while the struggles of Beacher, Mcmanus, Saeed, Rebedahl etc are better than any soap opera before or since. Compassion violence wisdom tragedy Intelligence pain joy brutality love & heroism Oz went through the spectrum of human emotion - all Inside a max security prison!   I can honestly say those Thursday nights with the great Vids to follow Oz series 2/3 way back In 99 were the best TV I'll ever see. Beacher assaulting Vern In the gym Is a moment I don't need a video for - a small screen classic I'll never forget.  Imagine what Oz would have done with the same push as the Sopranos given a 10 pm timeslot and all the promos??? Fine I'm over that now, for those that caught It consider yourself privileged for those who didn't TV is shite.......and you deserve It."
4192,1,"In this crackerjack noir thriller from Columbia which is a combination of Panic In The Streets and The Naked City, Evelyn Keyes is unknowingly The Killer That Stalked New York. Evelyn who smuggled some stolen jewels into the country from Cuba also smuggled in smallpox. It gets misdiagnosed by doctor William Bishop and when they do find out what it is the hunt is on for her.  For most of the film the Treasury Department is also hunting Keyes, but for the smuggled jewels. It's not until nearly the end of the film that the health department and law enforcement realize they're looking for the same woman.  Evelyn's on a mission also. Her husband Charles Korvin has left her flat, the unkindest cut of all being that he was fooling around with her sister while she was in Cuba collecting the gems and contracting smallpox. When Lola Albright as her sister commits suicide over the whole affair, Evelyn's on a mission, get Korvin or die trying. And that's not an idle threat given the situation.  The film was mostly shot in New York like The Naked City and its cast is sprinkled liberally with a lot of familiar names and faces. Keep an eye out for good performances by Connie Gilchrist as Evelyn's unsympathetic landlady, Jim Backus as a shifty club owner, and Art Smith as Korvin's fence.  A real sleeper in the noir category, don't miss it if broadcast."
